account_id,support_month,tickets,support_hours,cost
31,2024-03-01,0,0.0,0.0
31,2024-04-01,0,0.0,0.0
31,2024-05-01,1,0.9,53.92
31,2024-06-01,1,1.1,66.27
31,2024-07-01,2,1.57,94.29
31,2024-08-01,0,0.0,0.0
31,2024-09-01,1,1.29,77.16
31,2024-10-01,0,0.0,0.0
31,2024-11-01,0,0.0,0.0
31,2024-12-01,2,1.75,104.97
32,2023-01-01,2,2.26,135.59
32,2023-02-01,1,0.67,40.07
32,2023-03-01,2,1.43,85.77
32,2023-04-01,1,0.84,50.13
32,2023-05-01,1,0.83,49.6
32,2023-06-01,0,0.0,0.0
32,2023-07-01,0,0.0,0.0
32,2023-08-01,1,0.79,47.48
32,2023-09-01,2,1.48,89.07
32,2023-10-01,1,1.14,68.39
32,2023-11-01,0,0.0,0.0
32,2023-12-01,1,1.15,68.95
32,2024-01-01,1,0.85,51.2
32,2024-02-01,1,1.46,87.46
32,2024-03-01,1,1.32,79.37
32,2024-04-01,1,0.78,46.63
32,2024-05-01,3,2.26,135.67
32,2024-06-01,1,0.84,50.26
32,2024-07-01,2,1.47,88.03
32,2024-08-01,3,3.58,215.09
32,2024-09-01,1,1.1,65.7
32,2024-10-01,1,1.25,74.99
32,2024-11-01,2,1.5,89.82
32,2024-12-01,3,1.69,101.61
33,2023-01-01,5,6.9,414.1
33,2023-02-01,5,4.03,241.56
33,2023-03-01,3,4.26,255.56
33,2023-04-01,4,3.31,198.46
33,2023-05-01,7,4.61,276.42
33,2023-06-01,5,5.49,329.67
33,2023-07-01,4,3.1,185.9
33,2023-08-01,9,8.51,510.4
33,2023-09-01,6,4.47,268.19
33,2023-10-01,2,1.17,70.36
33,2023-11-01,4,3.75,225.19
33,2023-12-01,6,4.41,264.45
33,2024-01-01,7,4.55,273.01
33,2024-02-01,8,8.69,521.45
33,2024-03-01,7,4.22,253.38
33,2024-04-01,13,8.57,513.93
33,2024-05-01,5,5.53,331.94
33,2024-06-01,4,5.59,335.62
33,2024-07-01,7,8.83,529.55
33,2024-08-01,5,2.82,169.49
33,2024-09-01,5,4.84,290.17
33,2024-10-01,6,7.45,446.76
33,2024-11-01,3,3.07,184.18
33,2024-12-01,4,2.81,168.65
34,2023-01-01,0,0.0,0.0
34,2023-02-01,1,1.45,87.04
34,2023-03-01,1,0.77,46.44
34,2023-04-01,1,0.79,47.49
34,2023-05-01,3,2.12,127.01
34,2023-06-01,0,0.0,0.0
34,2023-07-01,0,0.0,0.0
34,2023-08-01,1,1.26,75.37
34,2023-09-01,3,3.03,181.6
34,2023-10-01,2,1.97,118.01
34,2023-11-01,1,1.45,86.77
34,2023-12-01,1,0.67,40.04
34,2024-01-01,5,3.39,203.14
34,2024-02-01,0,0.0,0.0
34,2024-03-01,1,1.0,59.91
34,2024-04-01,1,0.53,31.97
34,2024-05-01,1,1.15,69.13
34,2024-06-01,3,3.35,200.95
34,2024-07-01,0,0.0,0.0
34,2024-08-01,2,1.35,81.18
34,2024-09-01,1,1.32,79.23
34,2024-10-01,2,1.46,87.89
34,2024-11-01,3,3.44,206.49
34,2024-12-01,2,2.68,160.62
35,2023-01-01,3,1.73,103.99
35,2023-02-01,4,2.38,142.57
35,2023-03-01,5,2.66,159.54
35,2023-04-01,4,2.31,138.35
35,2023-05-01,3,3.09,185.62
35,2023-06-01,4,4.55,272.71
35,2023-07-01,4,3.53,211.87
35,2023-08-01,1,1.34,80.22
35,2023-09-01,3,3.37,202.46
35,2023-10-01,6,7.59,455.35
35,2023-11-01,1,1.05,63.02
35,2023-12-01,6,6.73,403.99
35,2024-01-01,4,3.24,194.14
35,2024-02-01,3,1.75,104.98
35,2024-03-01,3,3.0,180.15
35,2024-04-01,1,1.46,87.39
35,2024-05-01,2,1.83,109.87
35,2024-06-01,3,3.87,232.29
35,2024-07-01,2,1.42,85.49
35,2024-08-01,1,1.04,62.46
35,2024-09-01,1,1.49,89.58
35,2024-10-01,3,4.0,240.04
35,2024-11-01,1,1.04,62.67
35,2024-12-01,5,6.14,368.67
36,2023-01-01,1,1.21,72.34
36,2023-02-01,1,0.59,35.63
36,2023-03-01,0,0.0,0.0
36,2023-04-01,2,1.97,118.14
36,2023-05-01,2,2.51,150.83
36,2023-06-01,1,0.64,38.63
36,2023-07-01,0,0.0,0.0
36,2023-08-01,1,1.33,79.69
36,2023-09-01,0,0.0,0.0
36,2023-10-01,1,1.12,67.25
36,2023-11-01,1,0.59,35.22
36,2023-12-01,2,1.23,74.05
36,2024-01-01,1,1.5,89.85
36,2024-02-01,1,1.13,67.73
36,2024-03-01,1,0.98,58.95
36,2024-04-01,2,2.81,168.52
36,2024-05-01,2,1.56,93.54
36,2024-06-01,1,0.55,32.78
36,2024-07-01,1,0.78,46.76
36,2024-08-01,0,0.0,0.0
36,2024-09-01,2,2.74,164.61
36,2024-10-01,4,3.5,209.74
36,2024-11-01,1,1.39,83.37
36,2024-12-01,2,2.39,143.42
37,2023-01-01,3,4.44,266.15
37,2023-02-01,0,0.0,0.0
37,2023-03-01,5,5.32,319.25
37,2023-04-01,5,6.63,397.57
37,2023-05-01,4,3.8,228.16
37,2023-06-01,3,2.58,154.98
37,2023-07-01,3,2.16,129.72
37,2023-08-01,2,2.01,120.4
37,2023-09-01,1,0.79,47.5
37,2023-10-01,2,1.56,93.83
37,2023-11-01,4,5.66,339.75
37,2023-12-01,3,2.51,150.34
37,2024-01-01,2,2.42,145.23
37,2024-02-01,3,2.35,141.02
37,2024-03-01,1,0.82,49.27
37,2024-04-01,8,5.04,302.17
37,2024-05-01,5,4.49,269.51
37,2024-06-01,4,5.65,338.85
37,2024-07-01,2,1.88,112.76
37,2024-08-01,5,5.73,343.9
37,2024-09-01,2,2.1,125.85
37,2024-10-01,3,4.4,263.76
37,2024-11-01,4,3.44,206.18
37,2024-12-01,3,2.32,139.34
38,2023-01-01,2,2.09,125.63
38,2023-02-01,4,5.73,344.02
38,2023-03-01,0,0.0,0.0
38,2023-04-01,2,2.44,146.32
38,2023-05-01,2,2.04,122.34
38,2023-06-01,0,0.0,0.0
38,2023-07-01,1,1.09,65.3
38,2023-08-01,2,1.61,96.85
38,2023-09-01,0,0.0,0.0
38,2023-10-01,2,2.51,150.78
38,2023-11-01,1,1.39,83.41
38,2023-12-01,1,0.59,35.28
38,2024-01-01,4,4.24,254.67
38,2024-02-01,2,2.91,174.76
38,2024-03-01,0,0.0,0.0
38,2024-04-01,2,1.16,69.38
38,2024-05-01,0,0.0,0.0
38,2024-06-01,3,2.13,127.72
38,2024-07-01,0,0.0,0.0
38,2024-08-01,3,2.2,132.25
38,2024-09-01,2,1.24,74.59
38,2024-10-01,2,2.63,157.58
38,2024-11-01,0,0.0,0.0
38,2024-12-01,0,0.0,0.0
39,2023-01-01,0,0.0,0.0
39,2023-02-01,2,1.73,103.79
39,2023-03-01,0,0.0,0.0
39,2023-04-01,1,0.95,56.95
39,2023-05-01,1,1.08,64.68
39,2023-06-01,1,0.64,38.47
39,2023-07-01,2,2.48,148.55
39,2023-08-01,1,1.37,82.35
39,2023-09-01,2,2.45,147.21
39,2023-10-01,0,0.0,0.0
39,2023-11-01,2,2.09,125.55
39,2023-12-01,0,0.0,0.0
39,2024-01-01,3,4.42,265.39
39,2024-02-01,0,0.0,0.0
39,2024-03-01,1,1.13,67.53
39,2024-04-01,0,0.0,0.0
39,2024-05-01,1,1.38,82.55
39,2024-06-01,1,1.07,63.92
39,2024-07-01,0,0.0,0.0
39,2024-08-01,2,1.88,112.63
39,2024-09-01,0,0.0,0.0
39,2024-10-01,1,1.44,86.22
39,2024-11-01,4,2.01,120.52
39,2024-12-01,1,0.62,37.07
40,2023-01-01,3,4.05,243.22
40,2023-02-01,1,0.78,46.91
40,2023-03-01,1,0.83,49.75
40,2023-04-01,3,4.3,257.75
40,2023-05-01,0,0.0,0.0
40,2023-06-01,2,1.98,118.56
40,2023-07-01,5,5.54,332.12
40,2023-08-01,2,1.7,102.02
40,2023-09-01,1,0.65,38.9
40,2023-10-01,1,1.24,74.61
40,2023-11-01,1,1.2,71.95
40,2023-12-01,1,0.73,44.02
40,2024-01-01,3,2.15,129.25
40,2024-02-01,0,0.0,0.0
40,2024-03-01,7,6.22,372.92
40,2024-04-01,4,4.87,292.15
40,2024-05-01,1,1.43,85.62
40,2024-06-01,3,2.76,165.36
40,2024-07-01,1,1.0,59.8
40,2024-08-01,2,1.92,115.12
40,2024-09-01,4,3.47,208.07
40,2024-10-01,0,0.0,0.0
40,2024-11-01,1,0.86,51.46
40,2024-12-01,2,1.42,85.34
41,2023-01-01,0,0.0,0.0
41,2023-02-01,1,0.56,33.59
41,2023-03-01,2,1.11,66.41
41,2023-04-01,0,0.0,0.0
41,2023-05-01,2,2.27,136.02
41,2023-06-01,1,1.3,78.09
41,2023-07-01,1,1.37,82.41
41,2023-08-01,0,0.0,0.0
41,2023-09-01,3,2.56,153.41
41,2023-10-01,0,0.0,0.0
41,2023-11-01,1,0.5,30.02
41,2023-12-01,0,0.0,0.0
41,2024-01-01,4,3.22,193.43
41,2024-02-01,1,0.8,48.0
41,2024-03-01,0,0.0,0.0
41,2024-04-01,0,0.0,0.0
41,2024-05-01,1,1.04,62.25
41,2024-06-01,1,1.29,77.47
41,2024-07-01,0,0.0,0.0
41,2024-08-01,3,3.05,183.16
41,2024-09-01,1,0.7,41.83
41,2024-10-01,1,1.24,74.64
41,2024-11-01,1,1.39,83.38
41,2024-12-01,1,0.55,32.74
42,2023-01-01,2,1.08,64.69
42,2023-02-01,2,2.43,145.92
42,2023-03-01,3,2.22,132.98
42,2023-04-01,0,0.0,0.0
42,2023-05-01,0,0.0,0.0
42,2023-06-01,4,2.05,122.78
42,2023-07-01,3,3.52,211.35
42,2023-08-01,3,4.09,245.35
42,2023-09-01,0,0.0,0.0
42,2023-10-01,5,5.61,336.53
42,2023-11-01,2,2.32,139.21
42,2023-12-01,1,1.11,66.86
42,2024-01-01,1,0.76,45.68
42,2024-02-01,3,2.22,132.96
42,2024-03-01,4,4.26,255.51
42,2024-04-01,2,1.74,104.39
42,2024-05-01,1,1.01,60.46
42,2024-06-01,4,3.45,207.17
42,2024-07-01,4,3.43,205.85
42,2024-08-01,3,2.07,124.33
42,2024-09-01,5,2.75,164.93
42,2024-10-01,1,0.59,35.27
42,2024-11-01,5,5.61,336.69
42,2024-12-01,3,3.46,207.63
43,2023-01-01,2,2.92,175.21
43,2023-02-01,1,0.54,32.65
43,2023-03-01,1,1.24,74.68
43,2023-04-01,3,2.66,159.58
43,2023-05-01,2,1.26,75.63
43,2023-06-01,7,8.51,510.54
43,2023-07-01,3,2.45,146.9
43,2023-08-01,2,1.86,111.31
43,2023-09-01,1,1.01,60.8
43,2023-10-01,1,1.46,87.55
43,2023-11-01,5,4.76,285.87
43,2023-12-01,0,0.0,0.0
43,2024-01-01,2,2.14,128.66
43,2024-02-01,2,1.67,100.03
43,2024-03-01,4,5.5,329.8
43,2024-04-01,1,0.68,40.95
43,2024-05-01,0,0.0,0.0
43,2024-06-01,3,4.29,257.63
43,2024-07-01,2,1.64,98.22
43,2024-08-01,3,3.81,228.31
43,2024-09-01,3,1.54,92.68
43,2024-10-01,3,3.54,212.1
43,2024-11-01,4,4.73,284.07
43,2024-12-01,2,1.08,64.97
44,2023-01-01,0,0.0,0.0
44,2023-02-01,1,0.52,31.48
44,2023-03-01,1,0.84,50.63
44,2023-04-01,4,4.88,292.84
44,2023-05-01,1,1.05,62.83
44,2023-06-01,1,0.56,33.6
44,2023-07-01,3,4.04,242.16
44,2023-08-01,2,1.4,83.76
44,2023-09-01,1,0.84,50.36
44,2023-10-01,1,1.31,78.37
44,2023-11-01,0,0.0,0.0
44,2023-12-01,2,1.95,116.99
44,2024-01-01,4,5.52,331.29
44,2024-02-01,3,2.36,141.52
44,2024-03-01,3,4.07,244.08
44,2024-04-01,1,0.97,58.01
44,2024-05-01,5,4.02,241.3
44,2024-06-01,2,2.52,151.25
44,2024-07-01,1,0.99,59.67
44,2024-08-01,1,1.4,83.72
44,2024-09-01,1,0.85,51.11
44,2024-10-01,0,0.0,0.0
44,2024-11-01,0,0.0,0.0
44,2024-12-01,1,0.63,37.5
45,2023-01-01,8,11.65,699.3
45,2023-02-01,4,2.39,143.55
45,2023-03-01,8,7.94,476.59
45,2023-04-01,6,4.83,289.96
45,2023-05-01,8,5.16,309.3
45,2023-06-01,4,2.3,137.85
45,2023-07-01,11,8.47,508.01
45,2023-08-01,6,6.45,387.22
45,2023-09-01,11,7.2,431.74
45,2023-10-01,7,3.91,234.87
45,2023-11-01,6,6.02,361.27
45,2023-12-01,5,6.01,360.77
45,2024-01-01,10,13.3,798.18
45,2024-02-01,6,4.51,270.64
45,2024-03-01,9,10.57,634.14
45,2024-04-01,9,12.04,722.54
45,2024-05-01,7,9.37,562.32
45,2024-06-01,6,4.01,240.68
45,2024-07-01,5,2.58,154.8
45,2024-08-01,5,5.87,352.3
45,2024-09-01,8,10.83,649.72
45,2024-10-01,6,8.53,511.66
45,2024-11-01,6,8.64,518.57
45,2024-12-01,9,5.17,310.42
46,2023-01-01,3,3.78,226.96
46,2023-02-01,1,1.12,66.92
46,2023-03-01,1,1.01,60.44
46,2023-04-01,0,0.0,0.0
46,2023-05-01,3,4.23,253.66
46,2023-06-01,2,2.8,167.84
46,2023-07-01,2,2.34,140.18
46,2023-08-01,3,2.28,137.06
46,2023-09-01,3,4.35,260.97
46,2023-10-01,0,0.0,0.0
46,2023-11-01,0,0.0,0.0
46,2023-12-01,2,1.37,82.12
46,2024-01-01,1,0.74,44.28
46,2024-02-01,2,1.48,89.05
46,2024-03-01,0,0.0,0.0
46,2024-04-01,1,1.2,72.03
46,2024-05-01,1,1.44,86.34
46,2024-06-01,1,0.88,52.94
46,2024-07-01,1,0.8,48.14
46,2024-08-01,3,3.02,181.4
46,2024-09-01,1,0.83,49.86
46,2024-10-01,1,0.59,35.29
46,2024-11-01,1,0.89,53.6
46,2024-12-01,0,0.0,0.0
47,2023-01-01,0,0.0,0.0
47,2023-02-01,0,0.0,0.0
47,2023-03-01,1,0.63,37.59
47,2023-04-01,1,1.49,89.11
47,2023-05-01,1,1.12,67.01
47,2023-06-01,1,1.21,72.34
47,2023-07-01,0,0.0,0.0
47,2023-08-01,4,3.42,205.34
47,2023-09-01,0,0.0,0.0
47,2023-10-01,3,2.39,143.37
47,2023-11-01,0,0.0,0.0
47,2023-12-01,3,2.9,173.78
47,2024-01-01,1,1.27,76.43
47,2024-02-01,1,1.1,65.97
47,2024-03-01,4,5.31,318.54
47,2024-04-01,1,0.85,51.01
47,2024-05-01,1,0.78,46.95
47,2024-06-01,0,0.0,0.0
47,2024-07-01,2,2.54,152.37
47,2024-08-01,0,0.0,0.0
47,2024-09-01,1,0.82,49.42
47,2024-10-01,3,2.32,139.48
47,2024-11-01,3,4.36,261.32
47,2024-12-01,2,1.8,108.04
48,2023-01-01,8,5.16,309.7
48,2023-02-01,3,2.46,147.88
48,2023-03-01,6,6.77,406.46
48,2023-04-01,2,2.13,127.91
48,2023-05-01,4,2.87,171.97
48,2023-06-01,6,7.08,424.87
48,2023-07-01,6,6.65,398.77
48,2023-08-01,6,3.74,224.39
48,2023-09-01,4,3.03,181.78
48,2023-10-01,9,8.42,505.16
48,2023-11-01,6,6.97,418.09
48,2023-12-01,8,6.56,393.77
48,2024-01-01,6,8.83,529.63
48,2024-02-01,2,1.93,115.78
48,2024-03-01,5,6.33,379.97
48,2024-04-01,7,9.22,552.98
48,2024-05-01,4,4.77,286.43
48,2024-06-01,2,1.27,76.49
48,2024-07-01,5,6.68,400.87
48,2024-08-01,6,8.55,512.73
48,2024-09-01,7,8.82,529.08
48,2024-10-01,8,6.48,389.01
48,2024-11-01,2,2.51,150.49
48,2024-12-01,2,1.97,117.91
49,2023-01-01,0,0.0,0.0
49,2023-02-01,1,1.06,63.3
49,2023-03-01,0,0.0,0.0
49,2023-04-01,1,0.67,40.39
49,2023-05-01,1,1.25,74.96
49,2023-06-01,0,0.0,0.0
49,2023-07-01,2,2.65,158.75
49,2023-08-01,0,0.0,0.0
49,2023-09-01,0,0.0,0.0
49,2023-10-01,2,2.82,168.91
49,2023-11-01,5,4.59,275.66
49,2023-12-01,1,1.25,75.23
49,2024-01-01,0,0.0,0.0
49,2024-02-01,0,0.0,0.0
49,2024-03-01,1,0.69,41.61
49,2024-04-01,3,2.18,130.84
49,2024-05-01,1,1.03,61.88
49,2024-06-01,1,1.07,64.4
49,2024-07-01,4,5.56,333.75
49,2024-08-01,2,1.83,109.71
49,2024-09-01,1,1.12,67.11
49,2024-10-01,2,2.59,155.63
49,2024-11-01,0,0.0,0.0
49,2024-12-01,2,1.71,102.67
50,2023-01-01,2,2.26,135.82
50,2023-02-01,8,11.23,674.03
50,2023-03-01,2,2.32,138.94
50,2023-04-01,4,3.62,217.26
50,2023-05-01,2,1.2,71.84
50,2023-06-01,1,0.75,44.75
50,2023-07-01,3,2.96,177.34
50,2023-08-01,4,4.88,293.0
50,2023-09-01,4,4.67,280.45
50,2023-10-01,1,0.57,33.99
50,2023-11-01,8,9.11,546.85
50,2023-12-01,1,1.18,70.65
50,2024-01-01,5,7.27,436.31
50,2024-02-01,2,1.87,111.96
50,2024-03-01,2,1.69,101.27
50,2024-04-01,3,1.82,109.05
50,2024-05-01,5,2.88,172.85
50,2024-06-01,0,0.0,0.0
50,2024-07-01,3,2.43,145.56
50,2024-08-01,5,7.08,424.9
50,2024-09-01,6,4.06,243.85
50,2024-10-01,3,2.57,154.47
50,2024-11-01,4,2.28,136.71
50,2024-12-01,1,1.03,61.58
51,2023-01-01,1,1.43,85.63
51,2023-02-01,3,2.3,137.81
51,2023-03-01,3,2.39,143.41
51,2023-04-01,1,0.75,45.12
51,2023-05-01,2,1.16,69.56
51,2023-06-01,2,1.91,114.65
51,2023-07-01,4,3.42,205.31
51,2023-08-01,2,1.45,86.94
51,2023-09-01,3,4.48,268.5
51,2023-10-01,1,1.32,79.29
51,2023-11-01,0,0.0,0.0
51,2023-12-01,0,0.0,0.0
51,2024-01-01,0,0.0,0.0
51,2024-02-01,0,0.0,0.0
51,2024-03-01,4,5.47,328.21
51,2024-04-01,2,1.43,85.66
51,2024-05-01,2,1.24,74.32
51,2024-06-01,0,0.0,0.0
51,2024-07-01,2,1.44,86.25
51,2024-08-01,1,1.42,85.45
51,2024-09-01,4,5.32,319.49
51,2024-10-01,5,2.54,152.33
51,2024-11-01,0,0.0,0.0
51,2024-12-01,0,0.0,0.0
52,2023-01-01,2,1.42,84.91
52,2023-02-01,2,1.27,75.98
52,2023-03-01,5,3.04,182.19
52,2023-04-01,5,2.8,168.08
52,2023-05-01,0,0.0,0.0
52,2023-06-01,0,0.0,0.0
52,2023-07-01,2,2.56,153.62
52,2023-08-01,0,0.0,0.0
52,2023-09-01,2,1.65,99.15
52,2023-10-01,0,0.0,0.0
52,2023-11-01,2,2.2,131.84
52,2023-12-01,2,2.96,177.77
52,2024-01-01,1,0.85,50.91
52,2024-02-01,3,1.99,119.31
52,2024-03-01,0,0.0,0.0
52,2024-04-01,2,1.2,72.01
52,2024-05-01,2,1.64,98.41
52,2024-06-01,1,0.97,58.39
52,2024-07-01,3,3.55,212.93
52,2024-08-01,1,1.35,81.01
52,2024-09-01,2,2.43,145.61
52,2024-10-01,1,0.62,37.35
52,2024-11-01,0,0.0,0.0
52,2024-12-01,2,1.68,100.92
53,2023-01-01,4,2.08,124.85
53,2023-02-01,3,2.42,145.47
53,2023-03-01,3,2.14,128.14
53,2023-04-01,1,0.85,50.82
53,2023-05-01,3,1.73,103.84
53,2023-06-01,4,3.24,194.39
53,2023-07-01,2,2.54,152.56
53,2023-08-01,4,2.8,167.89
53,2023-09-01,4,5.51,330.58
53,2023-10-01,3,4.23,254.1
53,2023-11-01,2,2.99,179.12
53,2023-12-01,2,1.99,119.6
53,2024-01-01,3,2.76,165.43
53,2024-02-01,1,1.31,78.43
53,2024-03-01,3,3.27,196.47
53,2024-04-01,4,4.14,248.19
53,2024-05-01,2,2.63,157.75
53,2024-06-01,8,10.49,629.49
53,2024-07-01,2,1.53,91.89
53,2024-08-01,5,2.75,165.05
53,2024-09-01,4,4.55,272.86
53,2024-10-01,3,4.23,253.94
53,2024-11-01,3,3.48,208.83
53,2024-12-01,2,1.38,83.02
54,2023-01-01,2,2.04,122.65
54,2023-02-01,4,4.8,288.04
54,2023-03-01,2,2.1,126.08
54,2023-04-01,3,2.38,143.03
54,2023-05-01,1,1.17,70.37
54,2023-06-01,3,2.79,167.52
54,2023-07-01,1,0.59,35.3
54,2023-08-01,3,2.12,127.31
54,2023-09-01,3,4.34,260.68
54,2023-10-01,3,4.24,254.21
54,2023-11-01,1,0.75,45.13
54,2023-12-01,2,1.06,63.38
54,2024-01-01,4,3.7,222.16
54,2024-02-01,2,2.92,175.17
54,2024-03-01,5,6.24,374.56
54,2024-04-01,2,2.05,122.81
54,2024-05-01,3,1.7,101.93
54,2024-06-01,7,7.41,444.69
54,2024-07-01,3,3.38,202.9
54,2024-08-01,3,2.68,160.8
54,2024-09-01,4,5.1,305.77
54,2024-10-01,3,1.57,94.18
54,2024-11-01,2,2.46,147.58
54,2024-12-01,5,5.5,330.26
55,2023-01-01,2,2.25,135.02
55,2023-02-01,1,0.61,36.56
55,2023-03-01,1,0.54,32.36
55,2023-04-01,1,1.07,64.17
55,2023-05-01,4,2.34,140.24
55,2023-06-01,1,1.28,76.57
55,2023-07-01,0,0.0,0.0
55,2023-08-01,2,1.45,87.15
55,2023-09-01,1,1.17,70.38
55,2023-10-01,1,0.96,57.68
55,2023-11-01,1,1.21,72.47
55,2023-12-01,2,2.52,151.26
55,2024-01-01,0,0.0,0.0
55,2024-02-01,1,0.67,40.31
55,2024-03-01,3,3.96,237.42
55,2024-04-01,1,1.23,74.02
55,2024-05-01,1,1.23,73.54
55,2024-06-01,3,2.04,122.17
55,2024-07-01,2,2.26,135.46
55,2024-08-01,0,0.0,0.0
55,2024-09-01,3,2.28,137.09
55,2024-10-01,1,1.22,73.24
55,2024-11-01,2,1.43,85.82
55,2024-12-01,1,1.16,69.69
56,2023-01-01,1,1.45,86.85
56,2023-02-01,3,4.37,262.41
56,2023-03-01,0,0.0,0.0
56,2023-04-01,3,2.73,163.59
56,2023-05-01,1,1.26,75.33
56,2023-06-01,0,0.0,0.0
56,2023-07-01,1,0.62,37.03
56,2023-08-01,1,0.99,59.22
56,2023-09-01,0,0.0,0.0
56,2023-10-01,0,0.0,0.0
56,2023-11-01,2,2.21,132.88
56,2023-12-01,1,0.74,44.29
56,2024-01-01,0,0.0,0.0
56,2024-02-01,0,0.0,0.0
56,2024-03-01,1,0.84,50.56
56,2024-04-01,0,0.0,0.0
56,2024-05-01,2,2.17,130.16
56,2024-06-01,1,0.75,45.12
56,2024-07-01,4,3.31,198.85
56,2024-08-01,0,0.0,0.0
56,2024-09-01,3,3.45,207.05
56,2024-10-01,2,2.36,141.67
56,2024-11-01,2,1.25,74.92
56,2024-12-01,3,4.22,253.05
57,2023-01-01,5,5.81,348.7
57,2023-02-01,6,8.95,537.0
57,2023-03-01,13,10.86,651.53
57,2023-04-01,1,1.4,83.95
57,2023-05-01,8,4.64,278.33
57,2023-06-01,3,3.17,190.26
57,2023-07-01,8,9.5,570.0
57,2023-08-01,3,2.57,154.0
57,2023-09-01,5,5.89,353.38
57,2023-10-01,8,6.1,366.26
57,2023-11-01,5,7.36,441.53
57,2023-12-01,9,11.36,681.89
57,2024-01-01,6,8.06,483.5
57,2024-02-01,1,0.74,44.1
57,2024-03-01,4,5.42,325.27
57,2024-04-01,6,8.05,482.73
57,2024-05-01,9,11.63,698.08
57,2024-06-01,7,3.94,236.62
57,2024-07-01,6,8.96,537.32
57,2024-08-01,7,10.11,606.8
57,2024-09-01,7,7.51,450.56
57,2024-10-01,8,8.38,502.8
57,2024-11-01,7,7.82,469.45
57,2024-12-01,5,2.89,173.35
58,2023-01-01,3,4.29,257.14
58,2023-02-01,3,2.16,129.88
58,2023-03-01,3,3.8,227.91
58,2023-04-01,2,1.55,92.95
58,2023-05-01,4,4.45,266.78
58,2023-06-01,1,0.79,47.5
58,2023-07-01,3,4.49,269.54
58,2023-08-01,2,2.81,168.84
58,2023-09-01,2,2.26,135.8
58,2023-10-01,1,1.24,74.26
58,2023-11-01,0,0.0,0.0
58,2023-12-01,2,2.32,139.03
58,2024-01-01,0,0.0,0.0
58,2024-02-01,1,0.52,31.1
58,2024-03-01,0,0.0,0.0
58,2024-04-01,2,2.29,137.6
58,2024-05-01,2,2.33,139.5
58,2024-06-01,0,0.0,0.0
58,2024-07-01,2,2.97,177.93
58,2024-08-01,2,1.36,81.76
58,2024-09-01,2,2.45,147.14
58,2024-10-01,0,0.0,0.0
58,2024-11-01,0,0.0,0.0
58,2024-12-01,4,2.58,154.8
59,2023-01-01,0,0.0,0.0
59,2023-02-01,5,6.86,411.38
59,2023-03-01,1,1.49,89.24
59,2023-04-01,3,2.75,164.89
59,2023-05-01,0,0.0,0.0
59,2023-06-01,1,1.17,70.37
59,2023-07-01,0,0.0,0.0
59,2023-08-01,1,0.82,49.18
59,2023-09-01,1,0.66,39.8
59,2023-10-01,2,2.37,142.13
59,2023-11-01,0,0.0,0.0
59,2023-12-01,2,2.38,142.86
59,2024-01-01,1,1.44,86.37
59,2024-02-01,1,0.8,48.03
59,2024-03-01,1,1.12,67.2
59,2024-04-01,1,0.51,30.4
59,2024-05-01,1,1.16,69.56
59,2024-06-01,1,0.61,36.7
59,2024-07-01,0,0.0,0.0
59,2024-08-01,0,0.0,0.0
59,2024-09-01,2,2.72,163.35
59,2024-10-01,0,0.0,0.0
59,2024-11-01,0,0.0,0.0
59,2024-12-01,3,4.36,261.45
60,2023-01-01,2,2.1,125.78
60,2023-02-01,2,2.68,160.58
60,2023-03-01,7,7.87,472.41
60,2023-04-01,4,2.87,171.93
60,2023-05-01,4,2.54,152.33
60,2023-06-01,1,0.88,52.98
60,2023-07-01,1,1.38,82.93
60,2023-08-01,4,3.75,225.22
60,2023-09-01,5,7.23,433.56
60,2023-10-01,3,1.7,102.17
60,2023-11-01,1,0.92,55.24
60,2023-12-01,3,1.71,102.53
60,2024-01-01,3,3.13,187.92
60,2024-02-01,2,1.45,86.72
60,2024-03-01,4,2.33,140.05
60,2024-04-01,2,1.27,76.36
60,2024-05-01,3,4.36,261.89
60,2024-06-01,5,6.21,372.36
60,2024-07-01,3,3.83,229.7
60,2024-08-01,4,3.05,183.17
60,2024-09-01,3,1.72,103.41
60,2024-10-01,2,1.42,85.48
60,2024-11-01,4,3.59,215.34
60,2024-12-01,6,7.01,420.82
61,2023-01-01,6,3.07,184.33
61,2023-02-01,7,9.39,563.55
61,2023-03-01,7,4.11,246.31
61,2023-04-01,5,6.53,391.54
61,2023-05-01,5,2.68,160.92
61,2023-06-01,2,1.59,95.53
61,2023-07-01,7,7.0,419.78
61,2023-08-01,6,4.77,286.33
61,2023-09-01,5,3.64,218.33
61,2023-10-01,12,10.01,600.78
61,2023-11-01,9,9.18,550.65
61,2023-12-01,6,3.78,226.63
61,2024-01-01,5,7.29,437.32
61,2024-02-01,5,6.81,408.69
61,2024-03-01,6,7.89,473.18
61,2024-04-01,6,6.92,415.24
61,2024-05-01,7,10.17,610.06
61,2024-06-01,5,4.53,271.8
61,2024-07-01,8,11.2,671.98
61,2024-08-01,4,4.61,276.62
61,2024-09-01,3,1.65,98.81
61,2024-10-01,4,4.61,276.54
61,2024-11-01,10,13.05,782.87
61,2024-12-01,5,5.44,326.35
62,2023-01-01,10,12.1,725.74
62,2023-02-01,6,5.24,314.11
62,2023-03-01,4,3.76,225.37
62,2023-04-01,3,2.86,171.49
62,2023-05-01,8,7.22,433.34
