invoice_id,account_id,billing_month,amount_billed
892,38,2023-04-01,498.14
893,38,2023-05-01,536.38
894,38,2023-06-01,502.6
895,38,2023-07-01,536.63
896,38,2023-08-01,495.96
897,38,2023-09-01,503.93
898,38,2023-10-01,400.09
899,38,2023-11-01,545.82
900,38,2023-12-01,517.32
901,38,2024-01-01,549.9
902,38,2024-02-01,355.19
903,38,2024-03-01,604.42
904,38,2024-04-01,493.02
905,38,2024-05-01,555.41
906,38,2024-06-01,448.0
907,38,2024-07-01,530.64
908,38,2024-08-01,447.33
909,38,2024-09-01,468.81
910,38,2024-10-01,595.7
911,38,2024-11-01,490.47
912,38,2024-12-01,510.87
913,39,2023-01-01,543.5
914,39,2023-02-01,524.78
915,39,2023-03-01,507.52
916,39,2023-04-01,518.25
917,39,2023-05-01,620.17
918,39,2023-06-01,497.12
919,39,2023-07-01,510.05
920,39,2023-08-01,552.53
921,39,2023-09-01,555.28
922,39,2023-10-01,559.35
923,39,2023-11-01,531.94
924,39,2023-12-01,442.85
925,39,2024-01-01,581.67
926,39,2024-02-01,442.68
927,39,2024-03-01,515.13
928,39,2024-04-01,462.29
929,39,2024-05-01,496.79
930,39,2024-06-01,516.44
931,39,2024-07-01,516.07
932,39,2024-08-01,521.1
933,39,2024-09-01,580.69
934,39,2024-10-01,522.68
935,39,2024-11-01,487.79
936,39,2024-12-01,548.2
937,40,2023-01-01,1115.83
938,40,2023-02-01,994.98
939,40,2023-03-01,1086.23
940,40,2023-04-01,1091.42
941,40,2023-05-01,1041.48
942,40,2023-06-01,1125.15
943,40,2023-07-01,1048.86
944,40,2023-08-01,1062.64
945,40,2023-09-01,1047.71
946,40,2023-10-01,1057.14
947,40,2023-11-01,1001.55
948,40,2023-12-01,984.36
949,40,2024-01-01,1136.09
950,40,2024-02-01,1014.01
951,40,2024-03-01,1006.79
952,40,2024-04-01,948.69
953,40,2024-05-01,1024.41
954,40,2024-06-01,990.21
955,40,2024-07-01,1138.46
956,40,2024-08-01,1106.85
957,40,2024-09-01,1021.95
958,40,2024-10-01,1168.98
959,40,2024-11-01,1105.45
960,40,2024-12-01,1040.12
961,41,2023-01-01,2353.63
962,41,2023-02-01,2593.15
963,41,2023-03-01,2409.12
964,41,2023-04-01,2396.33
965,41,2023-05-01,2529.73
966,41,2023-06-01,2600.59
967,41,2023-07-01,2547.81
968,41,2023-08-01,2506.8
969,41,2023-09-01,2508.34
970,41,2023-10-01,2521.27
971,41,2023-11-01,2516.55
972,41,2023-12-01,2492.66
973,41,2024-01-01,2483.81
974,41,2024-02-01,2475.47
975,41,2024-03-01,2440.9
976,41,2024-04-01,2464.57
977,41,2024-05-01,2393.95
978,41,2024-06-01,2473.68
979,41,2024-07-01,2429.17
980,41,2024-08-01,2423.42
981,41,2024-09-01,2487.59
982,41,2024-10-01,2548.2
983,41,2024-11-01,2524.52
984,41,2024-12-01,2400.07
985,42,2023-01-01,391.97
986,42,2023-02-01,488.49
987,42,2023-03-01,392.33
988,42,2023-04-01,430.22
989,42,2023-05-01,468.95
990,42,2023-06-01,393.03
991,42,2023-07-01,446.72
992,42,2023-08-01,374.75
993,42,2023-09-01,411.38
994,42,2023-10-01,457.44
995,42,2023-11-01,361.8
996,42,2023-12-01,463.47
997,42,2024-01-01,440.47
998,42,2024-02-01,469.07
999,42,2024-03-01,452.65
1000,42,2024-04-01,509.66
1001,42,2024-05-01,447.71
1002,42,2024-06-01,419.98
1003,42,2024-07-01,447.56
1004,42,2024-08-01,468.61
1005,42,2024-09-01,443.89
1006,42,2024-10-01,443.48
1007,42,2024-11-01,406.35
1008,42,2024-12-01,408.3
1009,43,2023-01-01,1023.79
1010,43,2023-02-01,1181.4
1011,43,2023-03-01,1031.73
1012,43,2023-04-01,1059.27
1013,43,2023-05-01,1058.0
1014,43,2023-06-01,1138.67
1015,43,2023-07-01,1079.17
1016,43,2023-08-01,1156.31
1017,43,2023-09-01,1060.25
1018,43,2023-10-01,1107.87
1019,43,2023-11-01,1052.15
1020,43,2023-12-01,1201.18
1021,43,2024-01-01,1034.54
1022,43,2024-02-01,1109.41
1023,43,2024-03-01,1125.61
1024,43,2024-04-01,1114.61
1025,43,2024-05-01,1084.66
1026,43,2024-06-01,1087.43
1027,43,2024-07-01,1096.11
1028,43,2024-08-01,1086.57
1029,43,2024-09-01,1142.11
1030,43,2024-10-01,1204.45
1031,43,2024-11-01,1066.05
1032,43,2024-12-01,1025.43
1033,44,2023-01-01,1111.71
1034,44,2023-02-01,1245.11
1035,44,2023-03-01,1075.94
1036,44,2023-04-01,1198.08
1037,44,2023-05-01,1200.01
1038,44,2023-06-01,1088.44
1039,44,2023-07-01,1144.57
1040,44,2023-08-01,1197.54
1041,44,2023-09-01,1097.16
1042,44,2023-10-01,1105.94
1043,44,2023-11-01,1087.04
1044,44,2023-12-01,1065.38
1045,44,2024-01-01,1083.66
1046,44,2024-02-01,1054.92
1047,44,2024-03-01,1117.82
1048,44,2024-04-01,1077.62
1049,44,2024-05-01,1127.81
1050,44,2024-06-01,1038.33
1051,44,2024-07-01,1132.66
1052,44,2024-08-01,1157.8
1053,44,2024-09-01,1016.43
1054,44,2024-10-01,1134.82
1055,44,2024-11-01,1177.5
1056,44,2024-12-01,1055.64
1057,45,2023-01-01,3083.63
1058,45,2023-02-01,3020.95
1059,45,2023-03-01,2964.75
1060,45,2023-04-01,2997.21
1061,45,2023-05-01,3027.92
1062,45,2023-06-01,3003.8
1063,45,2023-07-01,3026.94
1064,45,2023-08-01,2953.97
1065,45,2023-09-01,3008.47
1066,45,2023-10-01,2929.31
1067,45,2023-11-01,2994.44
1068,45,2023-12-01,2954.8
1069,45,2024-01-01,2963.22
1070,45,2024-02-01,3061.8
1071,45,2024-03-01,3054.57
1072,45,2024-04-01,3030.46
1073,45,2024-05-01,2945.38
1074,45,2024-06-01,2984.18
1075,45,2024-07-01,3060.65
1076,45,2024-08-01,3007.09
1077,45,2024-09-01,3115.97
1078,45,2024-10-01,3019.67
1079,45,2024-11-01,3009.6
1080,45,2024-12-01,2984.54
1081,46,2023-01-01,1173.08
1082,46,2023-02-01,1158.78
1083,46,2023-03-01,1201.81
1084,46,2023-04-01,1214.24
1085,46,2023-05-01,1127.1
1086,46,2023-06-01,1099.84
1087,46,2023-07-01,1074.59
1088,46,2023-08-01,1191.8
1089,46,2023-09-01,1111.23
1090,46,2023-10-01,1058.76
1091,46,2023-11-01,1185.83
1092,46,2023-12-01,1291.05
1093,46,2024-01-01,1166.1
1094,46,2024-02-01,1208.32
1095,46,2024-03-01,1170.49
1096,46,2024-04-01,1161.46
1097,46,2024-05-01,1212.35
1098,46,2024-06-01,1151.89
1099,46,2024-07-01,1179.77
1100,46,2024-08-01,1182.48
1101,46,2024-09-01,1133.0
1102,46,2024-10-01,1216.0
1103,46,2024-11-01,1157.65
1104,46,2024-12-01,1128.61
1105,47,2023-01-01,499.88
1106,47,2023-02-01,428.13
1107,47,2023-03-01,474.46
1108,47,2023-04-01,472.59
1109,47,2023-05-01,527.34
1110,47,2023-06-01,496.78
1111,47,2023-07-01,471.8
1112,47,2023-08-01,513.94
1113,47,2023-09-01,542.56
1114,47,2023-10-01,500.94
1115,47,2023-11-01,473.57
1116,47,2023-12-01,407.46
1117,47,2024-01-01,419.79
1118,47,2024-02-01,457.79
1119,47,2024-03-01,442.57
1120,47,2024-04-01,463.7
1121,47,2024-05-01,475.88
1122,47,2024-06-01,499.53
1123,47,2024-07-01,469.53
1124,47,2024-08-01,497.38
1125,47,2024-09-01,476.27
1126,47,2024-10-01,374.28
1127,47,2024-11-01,426.08
1128,47,2024-12-01,465.85
1129,48,2023-01-01,336.67
1130,48,2023-02-01,427.15
1131,48,2023-03-01,473.69
1132,48,2023-04-01,458.09
1133,48,2023-05-01,386.48
1134,48,2023-06-01,471.69
1135,48,2023-07-01,404.58
1136,48,2023-08-01,380.3
1137,48,2023-09-01,366.48
1138,48,2023-10-01,382.03
1139,48,2023-11-01,377.74
1140,48,2023-12-01,405.67
1141,48,2024-01-01,405.18
1142,48,2024-02-01,397.3
1143,48,2024-03-01,419.0
1144,48,2024-04-01,456.68
1145,48,2024-05-01,444.63
1146,48,2024-06-01,322.91
1147,48,2024-07-01,269.45
1148,48,2024-08-01,443.87
1149,48,2024-09-01,328.81
1150,48,2024-10-01,385.91
1151,48,2024-11-01,338.64
1152,48,2024-12-01,307.05
1153,49,2023-01-01,2623.87
1154,49,2023-02-01,2634.76
1155,49,2023-03-01,2567.97
1156,49,2023-04-01,2467.25
1157,49,2023-05-01,2569.49
1158,49,2023-06-01,2616.39
1159,49,2023-07-01,2522.85
1160,49,2023-08-01,2605.97
1161,49,2023-09-01,2596.03
1162,49,2023-10-01,2625.76
1163,49,2023-11-01,2602.78
1164,49,2023-12-01,2548.15
1165,49,2024-01-01,2656.63
1166,49,2024-02-01,2588.87
1167,49,2024-03-01,2595.43
1168,49,2024-04-01,2550.14
1169,49,2024-05-01,2574.64
1170,49,2024-06-01,2552.56
1171,49,2024-07-01,2588.15
1172,49,2024-08-01,2682.39
1173,49,2024-09-01,2528.2
1174,49,2024-10-01,2516.12
1175,49,2024-11-01,2670.36
1176,49,2024-12-01,2586.33
1177,50,2023-01-01,2966.55
1178,50,2023-02-01,3052.0
1179,50,2023-03-01,2969.72
1180,50,2023-04-01,3091.3
1181,50,2023-05-01,3033.9
1182,50,2023-06-01,2975.6
1183,50,2023-07-01,3107.87
1184,50,2023-08-01,2969.71
1185,50,2023-09-01,3037.1
1186,50,2023-10-01,3014.96
1187,50,2023-11-01,3065.09
1188,50,2023-12-01,3078.08
1189,50,2024-01-01,3001.6
1190,50,2024-02-01,2962.33
1191,50,2024-03-01,3023.0
1192,50,2024-04-01,2966.11
1193,50,2024-05-01,3100.67
1194,50,2024-06-01,3006.83
1195,50,2024-07-01,2981.73
1196,50,2024-08-01,3009.23
1197,50,2024-09-01,2932.64
1198,50,2024-10-01,2951.42
1199,50,2024-11-01,3060.02
1200,50,2024-12-01,2967.16
1201,51,2023-01-01,381.45
1202,51,2023-02-01,460.63
1203,51,2023-03-01,493.09
1204,51,2023-04-01,469.75
1205,51,2023-05-01,483.6
1206,51,2023-06-01,395.96
1207,51,2023-07-01,362.71
1208,51,2023-08-01,508.87
1209,51,2023-09-01,417.67
1210,51,2023-10-01,421.26
1211,51,2023-11-01,500.21
1212,51,2023-12-01,461.61
1213,51,2024-01-01,456.59
1214,51,2024-02-01,542.05
1215,51,2024-03-01,401.62
1216,51,2024-04-01,480.19
1217,51,2024-05-01,436.65
1218,51,2024-06-01,447.23
1219,51,2024-07-01,510.22
1220,51,2024-08-01,459.19
1221,51,2024-09-01,460.71
1222,51,2024-10-01,487.43
1223,51,2024-11-01,415.55
1224,51,2024-12-01,391.84
1225,52,2023-01-01,2763.26
1226,52,2023-02-01,2717.18
1227,52,2023-03-01,2918.31
1228,52,2023-04-01,2760.34
1229,52,2023-05-01,2804.44
1230,52,2023-06-01,2801.66
1231,52,2023-07-01,2830.87
1232,52,2023-08-01,2856.29
1233,52,2023-09-01,2858.52
1234,52,2023-10-01,2786.35
1235,52,2023-11-01,2807.14
1236,52,2023-12-01,2829.63
1237,52,2024-01-01,2803.07
1238,52,2024-02-01,2895.87
1239,52,2024-03-01,2840.05
1240,52,2024-04-01,2852.24
1241,52,2024-05-01,2848.64
1242,52,2024-06-01,2874.17
1243,52,2024-07-01,2824.55
1244,52,2024-08-01,2750.66
1245,52,2024-09-01,2835.48
1246,52,2024-10-01,2782.93
1247,52,2024-11-01,2789.07
1248,52,2024-12-01,2844.82
1249,53,2023-01-01,545.76
1250,53,2023-02-01,484.91
1251,53,2023-03-01,499.29
1252,53,2023-04-01,568.96
1253,53,2023-05-01,495.89
1254,53,2023-06-01,613.93
1255,53,2023-07-01,512.13
1256,53,2023-08-01,395.81
1257,53,2023-09-01,521.52
1258,53,2023-10-01,502.91
1259,53,2023-11-01,548.34
1260,53,2023-12-01,517.51
1261,53,2024-01-01,476.93
1262,53,2024-02-01,422.64
1263,53,2024-03-01,473.4
1264,53,2024-04-01,441.32
1265,53,2024-05-01,454.82
1266,53,2024-06-01,513.28
1267,53,2024-07-01,567.35
1268,53,2024-08-01,503.58
1269,53,2024-09-01,424.06
1270,53,2024-10-01,506.08
1271,53,2024-11-01,543.68
1272,53,2024-12-01,453.36
1273,54,2023-01-01,999.86
1274,54,2023-02-01,1007.29
1275,54,2023-03-01,967.32
1276,54,2023-04-01,1038.97
1277,54,2023-05-01,1000.51
1278,54,2023-06-01,1027.54
1279,54,2023-07-01,962.19
1280,54,2023-08-01,984.69
1281,54,2023-09-01,1042.68
1282,54,2023-10-01,987.92
1283,54,2023-11-01,1092.91
1284,54,2023-12-01,986.58
1285,54,2024-01-01,1017.79
1286,54,2024-02-01,1053.19
1287,54,2024-03-01,935.64
1288,54,2024-04-01,918.52
1289,54,2024-05-01,930.28
1290,54,2024-06-01,1069.69
1291,54,2024-07-01,978.97
1292,54,2024-08-01,1134.47
1293,54,2024-09-01,978.35
1294,54,2024-10-01,1015.79
1295,54,2024-11-01,1083.67
1296,54,2024-12-01,1106.86
1297,55,2023-01-01,2493.78
1298,55,2023-02-01,2451.12
1299,55,2023-03-01,2441.9
1300,55,2023-04-01,2420.33
1301,55,2023-05-01,2429.62
1302,55,2023-06-01,2363.14
1303,55,2023-07-01,2349.79
1304,55,2023-08-01,2390.53
1305,55,2023-09-01,2382.19
1306,55,2023-10-01,2368.04
1307,55,2023-11-01,2425.52
1308,55,2023-12-01,2438.47
1309,55,2024-01-01,2395.12
1310,55,2024-02-01,2464.58
1311,55,2024-03-01,2333.62
1312,55,2024-04-01,2381.02
1313,55,2024-05-01,2354.86
1314,55,2024-06-01,2297.37
1315,55,2024-07-01,2386.57
1316,55,2024-08-01,2384.61
1317,55,2024-09-01,2466.37
1318,55,2024-10-01,2422.24
1319,55,2024-11-01,2339.49
1320,55,2024-12-01,2483.4
1321,56,2023-01-01,464.5
1322,56,2023-02-01,432.55
1323,56,2023-03-01,392.13
1324,56,2023-04-01,355.48
1325,56,2023-05-01,384.84
1326,56,2023-06-01,457.89
1327,56,2023-07-01,497.68
1328,56,2023-08-01,480.61
1329,56,2023-09-01,379.01
1330,56,2023-10-01,347.47
1331,56,2023-11-01,410.49
1332,56,2023-12-01,315.03
1333,56,2024-01-01,419.61
1334,56,2024-02-01,396.07
1335,56,2024-03-01,380.15
1336,56,2024-04-01,323.71
1337,56,2024-05-01,429.13
1338,56,2024-06-01,376.81
1339,56,2024-07-01,344.95
1340,56,2024-08-01,259.84
1341,56,2024-09-01,402.07
1342,56,2024-10-01,492.06
1343,56,2024-11-01,486.51
1344,56,2024-12-01,380.6
1345,57,2023-01-01,2921.59
1346,57,2023-02-01,2975.14
1347,57,2023-03-01,2901.78
1348,57,2023-04-01,2966.79
1349,57,2023-05-01,2990.0
1350,57,2023-06-01,3013.05
1351,57,2023-07-01,2946.69
1352,57,2023-08-01,2941.52
1353,57,2023-09-01,2907.8
1354,57,2023-10-01,2910.36
1355,57,2023-11-01,2940.38
1356,57,2023-12-01,2970.07
1357,57,2024-01-01,2997.38
1358,57,2024-02-01,2911.54
1359,57,2024-03-01,3026.33
1360,57,2024-04-01,2938.14
1361,57,2024-05-01,2950.63
1362,57,2024-06-01,2914.34
1363,57,2024-07-01,2830.49
1364,57,2024-08-01,2995.9
1365,57,2024-09-01,2988.54
1366,57,2024-10-01,2937.63
1367,57,2024-11-01,2955.05
1368,57,2024-12-01,2977.5
1369,58,2023-01-01,1038.95
1370,58,2023-02-01,1090.63
1371,58,2023-03-01,1156.79
1372,58,2023-04-01,1054.37
1373,58,2023-05-01,1131.76
1374,58,2023-06-01,1049.25
1375,58,2023-07-01,1140.4
1376,58,2023-08-01,1115.3
1377,58,2023-09-01,1036.32
1378,58,2023-10-01,1175.32
1379,58,2023-11-01,1080.35
1380,58,2023-12-01,1076.57
1381,58,2024-01-01,1127.11
1382,58,2024-02-01,1174.51
1383,58,2024-03-01,1066.29
1384,58,2024-04-01,1120.16
1385,58,2024-05-01,1138.52
1386,58,2024-06-01,1151.74
1387,58,2024-07-01,1125.9
1388,58,2024-08-01,1098.73
1389,58,2024-09-01,1075.7
1390,58,2024-10-01,1121.39
1391,58,2024-11-01,1063.47
1392,58,2024-12-01,971.01
1393,59,2023-01-01,455.28
1394,59,2023-02-01,478.65
1395,59,2023-03-01,315.3
1396,59,2023-04-01,382.96
1397,59,2023-05-01,464.41
1398,59,2023-06-01,536.32
1399,59,2023-07-01,434.49
1400,59,2023-08-01,397.05
1401,59,2023-09-01,424.31
1402,59,2023-10-01,502.19
1403,59,2023-11-01,401.15
1404,59,2023-12-01,393.49
1405,59,2024-01-01,409.31
1406,59,2024-02-01,385.78
1407,59,2024-03-01,439.58
1408,59,2024-04-01,514.68
1409,59,2024-05-01,449.6
1410,59,2024-06-01,420.83
1411,59,2024-07-01,418.86
1412,59,2024-08-01,355.29
1413,59,2024-09-01,477.61
1414,59,2024-10-01,429.56
1415,59,2024-11-01,424.43
1416,59,2024-12-01,593.11
1417,60,2023-01-01,416.14
1418,60,2023-02-01,363.61
1419,60,2023-03-01,379.88
1420,60,2023-04-01,458.62
1421,60,2023-05-01,406.86
1422,60,2023-06-01,329.29
1423,60,2023-07-01,447.16
1424,60,2023-08-01,367.79
1425,60,2023-09-01,494.86
1426,60,2023-10-01,455.2
1427,60,2023-11-01,378.83
1428,60,2023-12-01,465.25
1429,60,2024-01-01,404.59
1430,60,2024-02-01,443.84
1431,60,2024-03-01,425.44
1432,60,2024-04-01,358.88
1433,60,2024-05-01,369.02
1434,60,2024-06-01,452.7
1435,60,2024-07-01,384.46
1436,60,2024-08-01,381.02
1437,60,2024-09-01,353.44
1438,60,2024-10-01,422.38
1439,60,2024-11-01,504.33
1440,60,2024-12-01,347.82
1441,61,2023-01-01,475.16
1442,61,2023-02-01,544.56
1443,61,2023-03-01,469.97
1444,61,2023-04-01,496.57
1445,61,2023-05-01,420.83
1446,61,2023-06-01,495.37
1447,61,2023-07-01,464.59
1448,61,2023-08-01,523.24
1449,61,2023-09-01,533.32
1450,61,2023-10-01,603.43
1451,61,2023-11-01,502.93
1452,61,2023-12-01,490.24
1453,61,2024-01-01,483.67
1454,61,2024-02-01,456.29
1455,61,2024-03-01,490.87
1456,61,2024-04-01,459.18
1457,61,2024-05-01,482.37
1458,61,2024-06-01,539.83
1459,61,2024-07-01,423.62
1460,61,2024-08-01,530.94
1461,61,2024-09-01,539.81
1462,61,2024-10-01,468.05
1463,61,2024-11-01,367.86
1464,61,2024-12-01,443.56
1465,62,2023-01-01,1167.17
1466,62,2023-02-01,1101.18
1467,62,2023-03-01,1052.35
1468,62,2023-04-01,1077.08
1469,62,2023-05-01,1144.35
1470,62,2023-06-01,1129.66
1471,62,2023-07-01,1090.37
1472,62,2023-08-01,1083.98
1473,62,2023-09-01,1082.73
1474,62,2023-10-01,1056.2
1475,62,2023-11-01,1183.09
1476,62,2023-12-01,1086.2
1477,62,2024-01-01,1163.18
1478,62,2024-02-01,1178.39
1479,62,2024-03-01,1152.24
1480,62,2024-04-01,1080.74
1481,62,2024-05-01,1122.51
1482,62,2024-06-01,1101.11
1483,62,2024-07-01,1057.13
1484,62,2024-08-01,1118.54
1485,62,2024-09-01,1043.37
1486,62,2024-10-01,1161.7
1487,62,2024-11-01,1079.09
1488,62,2024-12-01,1112.38
1489,63,2023-01-01,514.16
1490,63,2023-02-01,487.05
1491,63,2023-03-01,529.33
1492,63,2023-04-01,476.25
1493,63,2023-05-01,543.56
1494,63,2023-06-01,432.7
1495,63,2023-07-01,506.32
1496,63,2023-08-01,596.95
1497,63,2023-09-01,449.98
1498,63,2023-10-01,466.11
1499,63,2023-11-01,525.7
1500,63,2023-12-01,508.98
1501,63,2024-01-01,517.53
1502,63,2024-02-01,524.46
1503,63,2024-03-01,531.74
1504,63,2024-04-01,555.48
1505,63,2024-05-01,520.49
1506,63,2024-06-01,487.94
1507,63,2024-07-01,533.63
1508,63,2024-08-01,594.99
1509,63,2024-09-01,493.37
1510,63,2024-10-01,451.27
1511,63,2024-11-01,555.35
1512,63,2024-12-01,493.98
1513,64,2023-01-01,2891.37
1514,64,2023-02-01,3042.37
1515,64,2023-03-01,2973.23
1516,64,2023-04-01,2995.47
1517,64,2023-05-01,3016.6
1518,64,2023-06-01,3009.52
1519,64,2023-07-01,3035.47
1520,64,2023-08-01,2978.23
1521,64,2023-09-01,3025.66
1522,64,2023-10-01,2987.02
1523,64,2023-11-01,3036.94
1524,64,2023-12-01,3030.77
1525,64,2024-01-01,2953.23
1526,64,2024-02-01,3054.3
1527,64,2024-03-01,2973.2
1528,64,2024-04-01,3040.4
1529,64,2024-05-01,3018.36
1530,64,2024-06-01,3091.91
1531,64,2024-07-01,2988.83
1532,64,2024-08-01,2982.53
1533,64,2024-09-01,2999.03
1534,64,2024-10-01,2984.84
1535,64,2024-11-01,3040.0
1536,64,2024-12-01,2919.18
1537,65,2023-01-01,356.67
1538,65,2023-02-01,355.96
1539,65,2023-03-01,456.87
1540,65,2023-04-01,494.88
1541,65,2023-05-01,404.13
1542,65,2023-06-01,400.91
1543,65,2023-07-01,412.85
1544,65,2023-08-01,467.44
1545,65,2023-09-01,362.98
1546,65,2023-10-01,421.27
1547,65,2023-11-01,458.11
1548,65,2023-12-01,434.4
1549,65,2024-01-01,418.83
1550,65,2024-02-01,459.4
1551,65,2024-03-01,274.19
1552,65,2024-04-01,443.24
1553,65,2024-05-01,376.65
1554,65,2024-06-01,317.82
1555,65,2024-07-01,434.91
1556,65,2024-08-01,478.03
1557,65,2024-09-01,402.48
1558,65,2024-10-01,456.99
1559,65,2024-11-01,489.96
1560,65,2024-12-01,475.1
1561,66,2023-01-01,999.28
1562,66,2023-02-01,954.39
1563,66,2023-03-01,921.05
1564,66,2023-04-01,837.18
1565,66,2023-05-01,904.98
1566,66,2023-06-01,875.12
1567,66,2023-07-01,1025.83
1568,66,2023-08-01,908.49
1569,66,2023-09-01,923.44
1570,66,2023-10-01,944.85
1571,66,2023-11-01,919.46
1572,66,2023-12-01,1002.03
1573,66,2024-01-01,886.15
1574,66,2024-02-01,927.01
1575,66,2024-03-01,880.16
1576,66,2024-04-01,851.28
1577,66,2024-05-01,886.69
1578,66,2024-06-01,915.43
1579,66,2024-07-01,895.81
1580,66,2024-08-01,882.66
1581,66,2024-09-01,846.96
1582,66,2024-10-01,913.12
1583,66,2024-11-01,842.04
1584,66,2024-12-01,955.28
1585,67,2023-01-01,2725.72
1586,67,2023-02-01,2648.72
1587,67,2023-03-01,2706.14
1588,67,2023-04-01,2683.99
1589,67,2023-05-01,2737.56
1590,67,2023-06-01,2788.62
1591,67,2023-07-01,2627.84
1592,67,2023-08-01,2727.35
1593,67,2023-09-01,2713.59
1594,67,2023-10-01,2755.17
1595,67,2023-11-01,2732.26
1596,67,2023-12-01,2684.0
1597,67,2024-01-01,2705.65
1598,67,2024-02-01,2681.8
1599,67,2024-03-01,2775.4
1600,67,2024-04-01,2722.67
1601,67,2024-05-01,2816.66
1602,67,2024-06-01,2718.57
1603,67,2024-07-01,2686.18
1604,67,2024-08-01,2645.91
1605,67,2024-09-01,2631.44
1606,67,2024-10-01,2642.39
1607,67,2024-11-01,2734.96
1608,67,2024-12-01,2747.04
1609,68,2023-01-01,880.46
1610,68,2023-02-01,1004.27
1611,68,2023-03-01,935.37
1612,68,2023-04-01,966.86
1613,68,2023-05-01,1040.13
1614,68,2023-06-01,1004.36
1615,68,2023-07-01,946.09
1616,68,2023-08-01,914.96
1617,68,2023-09-01,851.93
1618,68,2023-10-01,923.56
1619,68,2023-11-01,948.96
1620,68,2023-12-01,910.16
1621,68,2024-01-01,952.96
1622,68,2024-02-01,963.36
1623,68,2024-03-01,948.28
1624,68,2024-04-01,927.02
1625,68,2024-05-01,967.95
1626,68,2024-06-01,981.62
1627,68,2024-07-01,905.0
1628,68,2024-08-01,1030.07
1629,68,2024-09-01,954.59
1630,68,2024-10-01,960.46
1631,68,2024-11-01,994.93
1632,68,2024-12-01,971.18
1633,69,2023-01-01,2639.06
1634,69,2023-02-01,2605.76
1635,69,2023-03-01,2560.78
1636,69,2023-04-01,2609.48
1637,69,2023-05-01,2534.21
1638,69,2023-06-01,2596.83
1639,69,2023-07-01,2589.74
1640,69,2023-08-01,2580.99
1641,69,2023-09-01,2584.97
1642,69,2023-10-01,2497.31
1643,69,2023-11-01,2563.96
1644,69,2023-12-01,2596.04
1645,69,2024-01-01,2599.39
1646,69,2024-02-01,2540.02
1647,69,2024-03-01,2654.69
1648,69,2024-04-01,2548.09
1649,69,2024-05-01,2639.87
1650,69,2024-06-01,2612.76
1651,69,2024-07-01,2559.09
1652,69,2024-08-01,2680.17
1653,69,2024-09-01,2531.72
1654,69,2024-10-01,2637.36
1655,69,2024-11-01,2641.43
1656,69,2024-12-01,2557.87
1657,70,2023-01-01,2963.12
1658,70,2023-02-01,2881.0
1659,70,2023-03-01,2907.93
1660,70,2023-04-01,2906.52
1661,70,2023-05-01,2886.78
1662,70,2023-06-01,2934.04
1663,70,2023-07-01,2933.17
1664,70,2023-08-01,2806.07
1665,70,2023-09-01,2958.72
1666,70,2023-10-01,2810.38
1667,70,2023-11-01,2945.13
1668,70,2023-12-01,2949.84
1669,70,2024-01-01,2838.95
1670,70,2024-02-01,2872.96
1671,70,2024-03-01,2838.21
1672,70,2024-04-01,2882.75
1673,70,2024-05-01,2878.1
1674,70,2024-06-01,2932.48
1675,70,2024-07-01,2959.02
1676,70,2024-08-01,2963.28
1677,70,2024-09-01,2865.39
1678,70,2024-10-01,2883.04
1679,70,2024-11-01,2809.33
1680,70,2024-12-01,2853.21
1681,71,2023-01-01,1084.92
1682,71,2023-02-01,1117.46
1683,71,2023-03-01,974.96
1684,71,2023-04-01,1007.06
1685,71,2023-05-01,1035.36
1686,71,2023-06-01,1050.69
1687,71,2023-07-01,996.2
1688,71,2023-08-01,1057.88
1689,71,2023-09-01,1012.99
1690,71,2023-10-01,1035.96
1691,71,2023-11-01,1063.99
1692,71,2023-12-01,1037.0
1693,71,2024-01-01,1014.86
1694,71,2024-02-01,1031.2
1695,71,2024-03-01,1032.26
1696,71,2024-04-01,1018.18
1697,71,2024-05-01,1023.74
1698,71,2024-06-01,1116.61
1699,71,2024-07-01,1064.73
1700,71,2024-08-01,1021.91
1701,71,2024-09-01,1071.53
1702,71,2024-10-01,1019.99
1703,71,2024-11-01,1095.34
1704,71,2024-12-01,1055.16
1705,72,2023-01-01,890.07
1706,72,2023-02-01,917.83
1707,72,2023-03-01,816.9
1708,72,2023-04-01,839.1
1709,72,2023-05-01,835.74
1710,72,2023-06-01,902.59
1711,72,2023-07-01,982.07
1712,72,2023-08-01,1007.01
1713,72,2023-09-01,927.34
1714,72,2023-10-01,920.48
1715,72,2023-11-01,805.39
1716,72,2023-12-01,868.31
1717,72,2024-01-01,856.05
1718,72,2024-02-01,864.4
1719,72,2024-03-01,887.03
1720,72,2024-04-01,871.84
1721,72,2024-05-01,796.48
1722,72,2024-06-01,932.84
1723,72,2024-07-01,841.8
1724,72,2024-08-01,907.4
1725,72,2024-09-01,999.14
1726,72,2024-10-01,849.47
1727,72,2024-11-01,768.93
1728,72,2024-12-01,881.14
1729,73,2023-01-01,1139.37
1730,73,2023-02-01,1182.24
1731,73,2023-03-01,1022.84
1732,73,2023-04-01,1109.15
1733,73,2023-05-01,1061.05
1734,73,2023-06-01,1079.02
1735,73,2023-07-01,1216.54
1736,73,2023-08-01,1009.17
1737,73,2023-09-01,1097.01
1738,73,2023-10-01,1107.7
1739,73,2023-11-01,1138.61
1740,73,2023-12-01,1089.22
1741,73,2024-01-01,1099.72
1742,73,2024-02-01,1064.74
