account_id,usage_month,active_users,api_calls,feature_events
35,2023-05-01,3,9903,3582
35,2023-06-01,1,16333,3967
35,2023-07-01,5,8898,4494
35,2023-08-01,10,12844,4632
35,2023-09-01,1,13823,4885
35,2023-10-01,15,3263,5234
35,2023-11-01,16,8940,4729
35,2023-12-01,8,8323,4625
35,2024-01-01,5,8117,6474
35,2024-02-01,9,10751,5970
35,2024-03-01,5,7677,4276
35,2024-04-01,7,6822,4399
35,2024-05-01,4,16373,1671
35,2024-06-01,6,15177,5146
35,2024-07-01,10,10299,4199
35,2024-08-01,1,10616,4069
35,2024-09-01,2,8503,7093
35,2024-10-01,19,10651,4442
35,2024-11-01,1,11405,7139
35,2024-12-01,5,2863,5804
36,2023-01-01,59,5242,5211
36,2023-02-01,57,9780,4051
36,2023-03-01,60,8789,3217
36,2023-04-01,44,13782,5739
36,2023-05-01,55,8679,4365
36,2023-06-01,49,8705,2455
36,2023-07-01,51,9067,5731
36,2023-08-01,54,12384,6618
36,2023-09-01,60,11411,5014
36,2023-10-01,50,12219,7015
36,2023-11-01,56,15751,3169
36,2023-12-01,49,12565,5317
36,2024-01-01,61,9953,3958
36,2024-02-01,53,5401,3645
36,2024-03-01,59,12618,5435
36,2024-04-01,46,8924,3530
36,2024-05-01,60,8248,3697
36,2024-06-01,55,8079,6780
36,2024-07-01,51,5802,2416
36,2024-08-01,54,8314,3285
36,2024-09-01,60,12001,4966
36,2024-10-01,61,11987,4012
36,2024-11-01,49,12453,5475
36,2024-12-01,55,7460,5729
37,2023-01-01,36,9694,6736
37,2023-02-01,36,5281,3736
37,2023-03-01,44,10764,4845
37,2023-04-01,37,11456,3981
37,2023-05-01,41,7806,3922
37,2023-06-01,36,8873,4941
37,2023-07-01,41,-1065,4030
37,2023-08-01,38,14515,3703
37,2023-09-01,40,14485,3424
37,2023-10-01,41,7593,4394
37,2023-11-01,35,7804,8266
37,2023-12-01,44,13305,5590
37,2024-01-01,31,11184,6287
37,2024-02-01,35,12895,5845
37,2024-03-01,49,8746,3682
37,2024-04-01,38,14306,2805
37,2024-05-01,29,10268,4468
37,2024-06-01,40,12835,4336
37,2024-07-01,30,16133,3803
37,2024-08-01,34,13311,4538
37,2024-09-01,39,11448,6300
37,2024-10-01,38,14559,2437
37,2024-11-01,43,7481,6646
37,2024-12-01,40,7981,5795
38,2023-01-01,10,11925,3764
38,2023-02-01,3,9987,4950
38,2023-03-01,9,3955,5401
38,2023-04-01,4,7484,4109
38,2023-05-01,4,-803,4158
38,2023-06-01,1,11598,4033
38,2023-07-01,4,14626,6193
38,2023-08-01,10,8500,5651
38,2023-09-01,4,9411,5491
38,2023-10-01,3,14479,4807
38,2023-11-01,9,14366,6237
38,2023-12-01,1,11334,6020
38,2024-01-01,10,6660,4211
38,2024-02-01,10,7714,4640
38,2024-03-01,13,9856,4127
38,2024-04-01,1,10998,3400
38,2024-05-01,4,10999,6558
38,2024-06-01,9,7857,6414
38,2024-07-01,4,6292,4793
38,2024-08-01,13,10495,5015
38,2024-09-01,14,5705,3457
38,2024-10-01,1,11117,5199
38,2024-11-01,13,10730,4515
38,2024-12-01,6,10353,2993
39,2023-01-01,90,11559,5252
39,2023-02-01,80,12128,4831
39,2023-03-01,73,11798,5462
39,2023-04-01,72,14257,5352
39,2023-05-01,80,14175,5026
39,2023-06-01,78,12430,4130
39,2023-07-01,77,10376,3852
39,2023-08-01,88,5778,3442
39,2023-09-01,83,12139,3768
39,2023-10-01,80,14403,4963
39,2023-11-01,89,4827,5832
39,2023-12-01,82,12674,4754
39,2024-01-01,75,11332,5978
39,2024-02-01,80,13120,3777
39,2024-03-01,75,7179,4536
39,2024-04-01,82,10323,8128
39,2024-05-01,77,10179,5127
39,2024-06-01,73,9826,6353
39,2024-07-01,77,7619,3889
39,2024-08-01,74,10221,6432
39,2024-09-01,70,9040,5173
39,2024-10-01,67,7499,4184
39,2024-11-01,73,10575,4807
39,2024-12-01,74,11283,7067
40,2023-01-01,19,4231,5692
40,2023-02-01,10,10465,4522
40,2023-03-01,11,10454,4305
40,2023-04-01,6,8653,5281
40,2023-05-01,13,12560,4406
40,2023-06-01,12,12887,6398
40,2023-07-01,10,9337,5229
40,2023-08-01,5,9419,5893
40,2023-09-01,14,9189,5261
40,2023-10-01,6,12110,4906
40,2023-11-01,9,8914,4924
40,2023-12-01,8,11974,4525
40,2024-01-01,18,14395,3930
40,2024-02-01,11,8048,4608
40,2024-03-01,21,9077,5432
40,2024-04-01,13,6998,3973
40,2024-05-01,4,7342,1579
40,2024-06-01,13,16162,5177
40,2024-07-01,3,8071,4449
40,2024-08-01,5,12580,5972
40,2024-09-01,5,12175,6832
40,2024-10-01,20,18595,3917
40,2024-11-01,25,8937,4289
40,2024-12-01,12,8253,5478
41,2023-01-01,61,9283,6542
41,2023-02-01,67,10424,5570
41,2023-03-01,73,5034,5701
41,2023-04-01,66,10499,6271
41,2023-05-01,62,6962,2677
41,2023-06-01,65,13991,4855
41,2023-07-01,61,8542,3214
41,2023-08-01,62,11166,3591
41,2023-09-01,73,9786,5102
41,2023-10-01,66,12318,5939
41,2023-11-01,69,11694,4745
41,2023-12-01,70,8986,5002
41,2024-01-01,66,8628,4173
41,2024-02-01,70,13931,6405
41,2024-03-01,61,13867,4618
41,2024-04-01,71,7281,5170
41,2024-05-01,69,5546,5729
41,2024-06-01,74,9476,6632
41,2024-07-01,67,12548,2337
41,2024-08-01,80,14486,4658
41,2024-09-01,58,10864,3267
41,2024-10-01,70,11234,3870
41,2024-11-01,73,12416,6170
41,2024-12-01,68,5753,6173
42,2023-01-01,39,5830,6622
42,2023-02-01,51,9876,7590
42,2023-03-01,41,8858,4243
42,2023-04-01,49,7659,5882
42,2023-05-01,38,8619,6236
42,2023-06-01,39,8785,6359
42,2023-07-01,48,11934,4214
42,2023-08-01,38,10239,5385
42,2023-09-01,36,12169,5102
42,2023-10-01,32,7213,4395
42,2023-11-01,40,15667,5285
42,2023-12-01,36,10661,4577
42,2024-01-01,42,11741,6451
42,2024-02-01,40,14916,6089
42,2024-03-01,37,16629,5392
42,2024-04-01,36,14958,7493
42,2024-05-01,40,8489,4793
42,2024-06-01,44,13833,5684
42,2024-07-01,41,14494,4624
42,2024-08-01,46,9135,5517
42,2024-09-01,40,9832,4547
42,2024-10-01,47,7801,4111
42,2024-11-01,51,12933,2137
42,2024-12-01,38,4564,3859
43,2023-01-01,18,9589,3629
43,2023-02-01,34,5124,5099
43,2023-03-01,31,14505,6693
43,2023-04-01,37,9020,7382
43,2023-05-01,26,5789,4899
43,2023-06-01,45,9392,4780
43,2023-07-01,26,12837,6143
43,2023-08-01,37,8112,4151
43,2023-09-01,27,10251,3703
43,2023-10-01,28,8728,4413
43,2023-11-01,31,11399,5094
43,2023-12-01,32,10549,3810
43,2024-01-01,34,10451,3196
43,2024-02-01,38,7355,5108
43,2024-03-01,39,12777,5041
43,2024-04-01,32,12842,5809
43,2024-05-01,30,7615,2513
43,2024-06-01,34,9751,6363
43,2024-07-01,35,14002,4163
43,2024-08-01,39,8413,5933
43,2024-09-01,26,10705,2618
43,2024-10-01,32,11321,4374
43,2024-11-01,28,12538,4875
43,2024-12-01,31,10125,8164
44,2023-01-01,55,13487,5522
44,2023-02-01,50,2811,4185
44,2023-03-01,47,4375,3611
44,2023-04-01,40,9885,5982
44,2023-05-01,55,11244,3843
44,2023-06-01,40,4729,3477
44,2023-07-01,45,9520,3783
44,2023-08-01,51,9303,5012
44,2023-09-01,55,6459,5502
44,2023-10-01,49,8999,6062
44,2023-11-01,54,7160,4781
44,2023-12-01,51,9180,5702
44,2024-01-01,51,15497,3163
44,2024-02-01,49,7274,5724
44,2024-03-01,41,11038,4243
44,2024-04-01,46,5660,4441
44,2024-05-01,55,9924,5753
44,2024-06-01,58,10791,4329
44,2024-07-01,52,8367,4394
44,2024-08-01,42,12778,4536
44,2024-09-01,50,6892,5523
44,2024-10-01,46,9574,6053
44,2024-11-01,53,9933,2878
44,2024-12-01,64,15237,5867
45,2023-01-01,29,9659,4347
45,2023-02-01,39,10787,4059
45,2023-03-01,30,13363,6920
45,2023-04-01,40,12271,4696
45,2023-05-01,16,10891,4997
45,2023-06-01,33,10161,3408
45,2023-07-01,35,11896,5818
45,2023-08-01,37,11812,4507
45,2023-09-01,32,10273,5129
45,2023-10-01,37,11931,7492
45,2023-11-01,44,10238,396
45,2023-12-01,39,8378,4038
45,2024-01-01,31,8660,5734
45,2024-02-01,25,6766,5411
45,2024-03-01,36,11924,4055
45,2024-04-01,28,8480,5287
45,2024-05-01,40,3857,4735
45,2024-06-01,26,5043,6160
45,2024-07-01,35,11348,6105
45,2024-08-01,30,8702,7622
45,2024-09-01,31,12205,5007
45,2024-10-01,23,3866,4305
45,2024-11-01,38,12364,6096
45,2024-12-01,28,14847,3842
46,2023-01-01,30,9968,4791
46,2023-02-01,35,7884,3380
46,2023-03-01,29,8800,9052
46,2023-04-01,32,8771,3732
46,2023-05-01,19,6924,5137
46,2023-06-01,36,13365,5274
46,2023-07-01,27,10806,4377
46,2023-08-01,37,9432,4896
46,2023-09-01,17,9413,6003
46,2023-10-01,23,7747,5951
46,2023-11-01,21,13173,4361
46,2023-12-01,27,6628,5453
46,2024-01-01,41,12344,3962
46,2024-02-01,34,9049,6649
46,2024-03-01,33,1170,3795
46,2024-04-01,33,10454,3771
46,2024-05-01,25,4281,4893
46,2024-06-01,40,12414,7628
46,2024-07-01,33,13082,7368
46,2024-08-01,30,9438,6239
46,2024-09-01,36,8560,4134
46,2024-10-01,29,12494,5957
46,2024-11-01,21,15734,4230
46,2024-12-01,27,7292,8237
47,2023-01-01,38,7447,6036
47,2023-02-01,40,9436,6008
47,2023-03-01,32,8521,2587
47,2023-04-01,30,15422,6969
47,2023-05-01,37,14988,4807
47,2023-06-01,35,10169,4850
47,2023-07-01,35,13430,5180
47,2023-08-01,40,13094,5465
47,2023-09-01,32,5941,5178
47,2023-10-01,36,10262,4980
47,2023-11-01,49,6009,2612
47,2023-12-01,38,8870,5379
47,2024-01-01,39,13852,3191
47,2024-02-01,34,11286,5924
47,2024-03-01,47,12867,4931
47,2024-04-01,32,8307,4288
47,2024-05-01,40,10770,3411
47,2024-06-01,34,12632,5421
47,2024-07-01,39,11148,6951
47,2024-08-01,38,8841,3901
47,2024-09-01,38,2677,4778
47,2024-10-01,35,5906,3886
47,2024-11-01,41,10692,5122
47,2024-12-01,38,10277,6491
48,2023-01-01,22,5625,6956
48,2023-02-01,23,8232,3495
48,2023-03-01,23,9648,6888
48,2023-04-01,20,7487,6074
48,2023-05-01,26,10505,5811
48,2023-06-01,21,10701,6397
48,2023-07-01,25,9492,6622
48,2023-08-01,10,16156,2952
48,2023-09-01,18,9877,4824
48,2023-10-01,27,6826,5312
48,2023-11-01,19,10885,4922
48,2023-12-01,22,8350,4387
48,2024-01-01,23,12831,4282
48,2024-02-01,17,11840,4960
48,2024-03-01,26,7282,2864
48,2024-04-01,19,7700,4905
48,2024-05-01,18,12223,4654
48,2024-06-01,22,10472,5233
48,2024-07-01,21,11531,4045
48,2024-08-01,28,9290,3426
48,2024-09-01,22,7446,5798
48,2024-10-01,33,7640,5398
48,2024-11-01,13,11361,3937
48,2024-12-01,18,6696,5878
49,2023-01-01,22,10070,3962
49,2023-02-01,24,7748,2405
49,2023-03-01,19,6685,6186
49,2023-04-01,15,11811,6681
49,2023-05-01,10,8302,4909
49,2023-06-01,24,8024,4286
49,2023-07-01,19,8268,5183
49,2023-08-01,9,16642,3382
49,2023-09-01,15,9902,7295
49,2023-10-01,10,15951,5908
49,2023-11-01,19,7046,5685
49,2023-12-01,13,13799,3834
49,2024-01-01,16,8334,3814
49,2024-02-01,20,11606,6450
49,2024-03-01,8,13192,8006
49,2024-04-01,14,15685,4684
49,2024-05-01,10,9083,6257
49,2024-06-01,12,8198,5712
49,2024-07-01,17,11753,5285
49,2024-08-01,19,8703,5278
49,2024-09-01,12,13865,4238
49,2024-10-01,22,9299,5242
49,2024-11-01,14,6952,2906
49,2024-12-01,11,9028,5254
50,2023-01-01,15,8662,3941
50,2023-02-01,2,11440,6659
50,2023-03-01,16,12129,5766
50,2023-04-01,18,10996,5775
50,2023-05-01,8,5913,4179
50,2023-06-01,9,10182,7311
50,2023-07-01,10,13536,4477
50,2023-08-01,8,6012,4109
50,2023-09-01,12,10022,6131
50,2023-10-01,10,8942,7577
50,2023-11-01,9,13489,4518
50,2023-12-01,13,12784,5250
50,2024-01-01,1,10054,6476
50,2024-02-01,12,11337,2933
50,2024-03-01,6,11234,5492
50,2024-04-01,16,9565,5486
50,2024-05-01,10,7039,2293
50,2024-06-01,12,10521,4258
50,2024-07-01,1,11889,4680
50,2024-08-01,12,15592,2430
50,2024-09-01,6,9371,6745
50,2024-10-01,1,15807,5163
50,2024-11-01,9,9405,4476
50,2024-12-01,15,6794,5414
51,2023-01-01,42,7713,8103
51,2023-02-01,46,11839,6365
51,2023-03-01,36,15256,1989
51,2023-04-01,40,8622,5698
51,2023-05-01,45,9499,4985
51,2023-06-01,39,5508,5871
51,2023-07-01,47,14753,4051
51,2023-08-01,47,9148,6428
51,2023-09-01,49,10633,4592
51,2023-10-01,48,11940,4178
51,2023-11-01,37,9134,6818
51,2023-12-01,49,6663,3598
51,2024-01-01,50,6593,5611
51,2024-02-01,40,14851,4075
51,2024-03-01,49,10554,5302
51,2024-04-01,34,3391,4735
51,2024-05-01,45,6624,3693
51,2024-06-01,46,11688,4834
51,2024-07-01,47,6477,4572
51,2024-08-01,52,10204,5151
51,2024-09-01,55,5801,5955
51,2024-10-01,52,9025,6031
51,2024-11-01,39,7939,5461
51,2024-12-01,47,13362,6883
52,2023-01-01,60,13580,4589
52,2023-02-01,65,10622,5534
52,2023-03-01,63,5185,3651
52,2023-04-01,61,4938,5997
52,2023-05-01,65,10981,3654
52,2023-06-01,67,16111,5176
52,2023-07-01,63,10605,5636
52,2023-08-01,60,9896,6086
52,2023-09-01,72,5799,4875
52,2023-10-01,55,14776,4294
52,2023-11-01,53,11914,7093
52,2023-12-01,64,10614,5490
52,2024-01-01,68,7377,4865
52,2024-02-01,58,6496,4605
52,2024-03-01,66,11699,5773
52,2024-04-01,61,11569,4039
52,2024-05-01,59,10576,5333
52,2024-06-01,62,9584,4547
52,2024-07-01,76,12720,5495
52,2024-08-01,59,8646,4843
52,2024-09-01,62,4358,3116
52,2024-10-01,57,10621,4712
52,2024-11-01,68,5552,4098
52,2024-12-01,68,10393,6061
53,2023-01-01,19,7918,4880
53,2023-02-01,7,4136,4627
53,2023-03-01,13,11621,5742
53,2023-04-01,7,8031,6523
53,2023-05-01,6,10882,5196
53,2023-06-01,16,12914,3445
53,2023-07-01,3,11736,4922
53,2023-08-01,6,13046,5224
53,2023-09-01,9,12339,4549
53,2023-10-01,16,7635,5788
53,2023-11-01,16,5868,4587
53,2023-12-01,14,13471,4794
53,2024-01-01,5,12867,6420
53,2024-02-01,3,6388,5270
53,2024-03-01,12,9102,5815
53,2024-04-01,5,3655,4491
53,2024-05-01,9,9172,3609
53,2024-06-01,1,8457,6077
53,2024-07-01,15,13563,4020
53,2024-08-01,3,11489,5762
53,2024-09-01,11,3957,3959
53,2024-10-01,8,11461,5920
53,2024-11-01,9,10992,5101
53,2024-12-01,12,10938,5078
54,2023-01-01,77,10243,5581
54,2023-02-01,80,11142,6611
54,2023-03-01,80,8053,6060
54,2023-04-01,72,6755,5403
54,2023-05-01,81,6264,4540
54,2023-06-01,75,8539,6132
54,2023-07-01,82,9942,4344
54,2023-08-01,72,14260,5710
54,2023-09-01,75,12158,4915
54,2023-10-01,77,11305,4110
54,2023-11-01,77,10364,4400
54,2023-12-01,82,15607,4094
54,2024-01-01,70,3994,4819
54,2024-02-01,75,10623,5159
54,2024-03-01,70,4555,5355
54,2024-04-01,79,8722,3011
54,2024-05-01,81,13815,5333
54,2024-06-01,74,10133,3360
54,2024-07-01,84,10245,2878
54,2024-08-01,77,11389,4600
54,2024-09-01,77,6326,5679
54,2024-10-01,75,3530,4554
54,2024-11-01,83,8839,7085
54,2024-12-01,81,11016,4845
55,2023-01-01,50,9209,4637
55,2023-02-01,53,7192,3708
55,2023-03-01,45,16136,5636
55,2023-04-01,52,6827,5748
55,2023-05-01,50,10642,3828
55,2023-06-01,51,8728,4081
55,2023-07-01,54,5386,5677
55,2023-08-01,54,7361,4015
55,2023-09-01,49,10846,4816
55,2023-10-01,53,15288,4390
55,2023-11-01,42,12477,7019
55,2023-12-01,52,6736,4851
55,2024-01-01,45,11928,3378
55,2024-02-01,49,6986,5152
55,2024-03-01,49,10530,5026
55,2024-04-01,46,11880,4941
55,2024-05-01,46,16722,5571
55,2024-06-01,50,14245,7210
55,2024-07-01,50,11042,3814
55,2024-08-01,50,9402,5221
55,2024-09-01,52,11679,5285
55,2024-10-01,44,7184,4344
55,2024-11-01,49,13152,3604
55,2024-12-01,49,12859,4640
56,2023-01-01,23,9581,5308
56,2023-02-01,19,12001,3145
56,2023-03-01,19,10889,5640
56,2023-04-01,28,8826,6775
56,2023-05-01,17,13985,5980
56,2023-06-01,16,10921,4938
56,2023-07-01,24,9330,4631
56,2023-08-01,27,9703,5991
56,2023-09-01,19,14999,4185
56,2023-10-01,17,14573,4466
56,2023-11-01,29,12675,4814
56,2023-12-01,11,9942,5121
56,2024-01-01,26,14765,4178
56,2024-02-01,25,12296,6288
56,2024-03-01,23,4172,4813
56,2024-04-01,15,9392,6176
56,2024-05-01,22,13444,5410
56,2024-06-01,14,2437,5178
56,2024-07-01,19,7069,2959
56,2024-08-01,17,9416,5799
56,2024-09-01,21,14824,3757
56,2024-10-01,25,10141,5833
56,2024-11-01,18,13215,5354
56,2024-12-01,17,9963,4712
57,2023-01-01,18,6460,4964
57,2023-02-01,17,10099,6616
57,2023-03-01,19,9977,5260
57,2023-04-01,17,11209,2809
57,2023-05-01,14,5546,6533
57,2023-06-01,15,9419,6076
57,2023-07-01,18,6614,4914
57,2023-08-01,14,4766,4171
57,2023-09-01,15,9655,3221
57,2023-10-01,21,9693,5045
57,2023-11-01,18,7635,5547
57,2023-12-01,14,7310,5688
57,2024-01-01,23,12174,6107
57,2024-02-01,13,5207,6788
57,2024-03-01,26,14628,4597
57,2024-04-01,10,6802,2979
57,2024-05-01,15,14817,4830
57,2024-06-01,17,14126,4515
57,2024-07-01,26,15976,4842
57,2024-08-01,13,12091,4582
57,2024-09-01,10,13843,6459
57,2024-10-01,16,6211,3524
57,2024-11-01,16,8500,4590
57,2024-12-01,21,12199,6653
58,2023-01-01,37,8970,5910
58,2023-02-01,44,14597,5504
58,2023-03-01,51,11620,6274
58,2023-04-01,40,10042,6093
58,2023-05-01,50,12187,4900
58,2023-06-01,48,3424,3293
58,2023-07-01,45,10042,5726
58,2023-08-01,42,11712,4022
58,2023-09-01,44,12983,6464
58,2023-10-01,52,10732,5328
58,2023-11-01,34,8405,4768
58,2023-12-01,47,8166,5955
58,2024-01-01,41,9468,5298
58,2024-02-01,40,8712,2954
58,2024-03-01,40,8560,4380
58,2024-04-01,44,11975,5278
58,2024-05-01,46,11726,4645
58,2024-06-01,39,10938,5688
58,2024-07-01,48,13573,4350
58,2024-08-01,41,12013,6281
58,2024-09-01,46,9808,3495
58,2024-10-01,37,10817,5410
58,2024-11-01,36,10133,5757
58,2024-12-01,36,13314,4546
59,2023-01-01,52,8399,3768
59,2023-02-01,43,9714,4533
59,2023-03-01,44,11001,4794
59,2023-04-01,45,4872,5470
59,2023-05-01,45,14830,3872
59,2023-06-01,36,11854,5415
59,2023-07-01,40,5410,6844
59,2023-08-01,53,2537,4450
59,2023-09-01,54,8571,4411
59,2023-10-01,44,6637,2954
59,2023-11-01,51,4471,5296
59,2023-12-01,50,5646,3890
59,2024-01-01,52,11598,4259
59,2024-02-01,52,13619,5322
59,2024-03-01,41,8759,5343
59,2024-04-01,45,12816,3164
59,2024-05-01,38,10542,4410
59,2024-06-01,42,4695,5023
59,2024-07-01,45,11960,5082
59,2024-08-01,45,13531,3425
59,2024-09-01,48,4986,3993
59,2024-10-01,39,12345,4921
59,2024-11-01,45,6679,4640
59,2024-12-01,42,11150,3810
60,2023-01-01,64,4973,4032
60,2023-02-01,66,8694,3422
60,2023-03-01,59,8573,3996
60,2023-04-01,52,18305,4698
60,2023-05-01,48,14481,5733
60,2023-06-01,54,7200,5808
60,2023-07-01,56,4222,7144
60,2023-08-01,55,14486,6534
60,2023-09-01,52,13099,4218
60,2023-10-01,48,8726,5477
60,2023-11-01,55,9078,6372
60,2023-12-01,58,7470,5842
60,2024-01-01,58,2435,5514
60,2024-02-01,59,10060,6070
60,2024-03-01,54,11009,3119
60,2024-04-01,60,15859,3806
60,2024-05-01,54,7869,5155
60,2024-06-01,52,11263,6016
60,2024-07-01,60,4694,6194
60,2024-08-01,62,12490,5447
60,2024-09-01,59,13097,7308
60,2024-10-01,53,13234,4896
60,2024-11-01,57,5390,4658
60,2024-12-01,53,8608,3682
61,2023-01-01,24,8781,5116
61,2023-02-01,18,5663,5434
61,2023-03-01,23,13223,5270
61,2023-04-01,30,14232,4628
61,2023-05-01,24,12615,5611
61,2023-06-01,26,14174,4745
61,2023-07-01,27,10063,3878
61,2023-08-01,27,14190,5533
61,2023-09-01,27,9514,5397
61,2023-10-01,30,11827,4601
61,2023-11-01,28,11439,3791
61,2023-12-01,27,3516,5579
61,2024-01-01,30,12242,4525
61,2024-02-01,28,14271,6696
61,2024-03-01,26,10417,6333
61,2024-04-01,19,9030,6602
61,2024-05-01,31,11107,3193
61,2024-06-01,26,8230,5397
61,2024-07-01,22,6922,2522
61,2024-08-01,33,8800,5188
61,2024-09-01,26,6797,3489
61,2024-10-01,21,7830,5439
61,2024-11-01,23,15239,6232
61,2024-12-01,31,9641,6817
62,2023-01-01,28,9906,5203
62,2023-02-01,33,11910,4429
62,2023-03-01,27,11919,5858
62,2023-04-01,28,5238,4751
62,2023-05-01,33,15416,3562
62,2023-06-01,27,8831,6626
62,2023-07-01,29,7278,5670
62,2023-08-01,27,6326,3928
62,2023-09-01,38,11152,5129
62,2023-10-01,28,10876,5336
62,2023-11-01,31,10344,6042
62,2023-12-01,30,7066,4265
62,2024-01-01,20,16080,6035
62,2024-02-01,25,9154,4235
62,2024-03-01,37,5740,5137
62,2024-04-01,29,12480,4875
62,2024-05-01,21,9246,3833
62,2024-06-01,30,14302,2912
62,2024-07-01,25,8341,4542
62,2024-08-01,33,9479,5498
62,2024-09-01,26,10689,5933
62,2024-10-01,26,12344,5062
62,2024-11-01,35,9395,5457
62,2024-12-01,29,9711,5310
63,2023-01-01,23,6251,6720
63,2023-02-01,11,7945,4886
63,2023-03-01,23,14728,2770
63,2023-04-01,18,3619,5037
63,2023-05-01,22,14772,5144
63,2023-06-01,26,11751,4477
63,2023-07-01,13,10825,3209
63,2023-08-01,27,9513,6434
63,2023-09-01,18,10806,5251
63,2023-10-01,20,8702,5470
63,2023-11-01,16,6371,6491
63,2023-12-01,24,10197,6998
63,2024-01-01,19,13968,5210
63,2024-02-01,15,15544,6188
63,2024-03-01,20,12181,4515
63,2024-04-01,25,2826,3776
63,2024-05-01,25,9251,5249
63,2024-06-01,14,15543,6428
63,2024-07-01,19,8785,6235
63,2024-08-01,30,12861,7606
63,2024-09-01,16,7541,3573
63,2024-10-01,23,10526,4817
63,2024-11-01,25,13696,3169
63,2024-12-01,18,12460,4438
64,2023-01-01,70,13055,3452
64,2023-02-01,72,10985,4311
64,2023-03-01,77,8293,6690
64,2023-04-01,73,12013,5895
64,2023-05-01,70,3839,5432
64,2023-06-01,74,11667,4728
64,2023-07-01,71,16025,3233
64,2023-08-01,77,8276,4597
64,2023-09-01,72,7589,5685
64,2023-10-01,80,11410,5124
64,2023-11-01,69,11550,7587
64,2023-12-01,72,8872,4326
64,2024-01-01,71,1764,5486
64,2024-02-01,69,5169,5903
64,2024-03-01,68,8983,6759
64,2024-04-01,66,5402,5323
64,2024-05-01,79,5276,5489
64,2024-06-01,76,3822,5958
64,2024-07-01,78,9064,6502
64,2024-08-01,79,10309,4458
64,2024-09-01,69,9887,5683
64,2024-10-01,72,3407,6522
64,2024-11-01,74,8861,6028
64,2024-12-01,81,1594,5521
65,2023-01-01,43,11497,5153
65,2023-02-01,54,8502,2752
65,2023-03-01,48,11220,6218
65,2023-04-01,45,13081,4222
65,2023-05-01,52,8470,5218
65,2023-06-01,55,6318,4184
65,2023-07-01,51,17204,3964
65,2023-08-01,61,16013,4883
65,2023-09-01,49,7923,4918
65,2023-10-01,43,9771,6796
65,2023-11-01,47,9277,2958
65,2023-12-01,52,10793,5076
65,2024-01-01,49,9121,5602
65,2024-02-01,50,10944,5257
65,2024-03-01,56,12030,5231
65,2024-04-01,58,11260,6565
65,2024-05-01,54,4474,6565
65,2024-06-01,51,9844,5337
65,2024-07-01,49,10681,4289
65,2024-08-01,57,9659,4540
65,2024-09-01,46,10806,5224
65,2024-10-01,52,6918,3078
65,2024-11-01,54,14453,3768
65,2024-12-01,58,10851,4991
66,2023-01-01,70,5846,6185
66,2023-02-01,68,7660,6190
66,2023-03-01,62,5429,4978
66,2023-04-01,73,11454,4637
66,2023-05-01,84,9316,4723
66,2023-06-01,68,10371,5737
66,2023-07-01,78,5532,4704
66,2023-08-01,74,11761,5007
66,2023-09-01,74,7573,6869
66,2023-10-01,76,5965,3709
66,2023-11-01,66,12033,3458
66,2023-12-01,70,11364,4920
66,2024-01-01,73,6802,5713
66,2024-02-01,68,9026,5285
66,2024-03-01,72,10071,4099
66,2024-04-01,70,10006,3349
66,2024-05-01,69,11163,3467
66,2024-06-01,77,13808,3505
66,2024-07-01,78,9569,5502
66,2024-08-01,69,12769,5487
66,2024-09-01,67,6504,3247
66,2024-10-01,72,11717,5781
66,2024-11-01,71,6529,4181
66,2024-12-01,77,8546,5172
67,2023-01-01,63,11009,4450
67,2023-02-01,74,12320,4405
67,2023-03-01,68,8346,3296
67,2023-04-01,64,10594,5390
67,2023-05-01,69,9094,6119
67,2023-06-01,69,12109,2871
67,2023-07-01,49,10851,3290
67,2023-08-01,67,9093,6904
67,2023-09-01,70,10497,6004
67,2023-10-01,70,8626,6285
67,2023-11-01,63,10969,3142
67,2023-12-01,70,10578,7011
67,2024-01-01,61,8197,5987
67,2024-02-01,70,10540,3852
67,2024-03-01,66,13735,4938
67,2024-04-01,70,9654,3580
67,2024-05-01,73,11509,7766
67,2024-06-01,63,12467,3426
67,2024-07-01,69,12929,2513
67,2024-08-01,67,8310,4157
67,2024-09-01,70,13362,4840
67,2024-10-01,70,10342,5002
67,2024-11-01,63,13325,5354
67,2024-12-01,70,7580,4448
68,2023-01-01,38,5397,2974
68,2023-02-01,35,11567,4216
68,2023-03-01,33,7555,4453
68,2023-04-01,37,16496,6265
68,2023-05-01,44,13505,3801
68,2023-06-01,32,6679,6601
68,2023-07-01,36,6245,4482
68,2023-08-01,37,10805,5301
68,2023-09-01,34,12056,4232
68,2023-10-01,38,12060,4229
68,2023-11-01,36,11775,3970
68,2023-12-01,37,11667,7464
68,2024-01-01,42,11417,5636
68,2024-02-01,33,10346,4964
68,2024-03-01,40,10349,5455
68,2024-04-01,37,10175,3526
68,2024-05-01,37,14172,5382
68,2024-06-01,38,15688,3366
68,2024-07-01,33,15138,5055
68,2024-08-01,37,6402,5537
68,2024-09-01,41,6716,4831
68,2024-10-01,37,10767,3656
68,2024-11-01,45,12747,4564
68,2024-12-01,37,9590,4066
69,2023-01-01,23,9189,6935
69,2023-02-01,30,12803,5443
69,2023-03-01,20,9875,6164
69,2023-04-01,19,11909,7787
69,2023-05-01,31,14242,5262
69,2023-06-01,30,7846,5955
69,2023-07-01,29,10869,6579
69,2023-08-01,23,9438,5114
69,2023-09-01,20,10680,2937
69,2023-10-01,31,10139,4374
